date (month, day, year): 04-15-2013

magnetic field (T): 0.000000
frequency SR830: 912.400000
oscillator amplitude SR830: 0.200000
harmonic SR830: 2
time, Rcernox1, RCernox2, TCernox1, TCernox2, SR830-R, SR830-Phase, SR830-X, SR830-Y 
9.000000e-03 7.194280e+03 0.000000e+00 3.913425e+00 0.000000e+00 1.101950e-04 -9.456000e+00 1.086977e-04 -1.810395e-05  
4.400000e-02 7.195070e+03 0.000000e+00 3.913141e+00 0.000000e+00 1.101950e-04 -9.456000e+00 1.086977e-04 -1.810395e-05  
6.320000e-01 7.197170e+03 0.000000e+00 3.912386e+00 0.000000e+00 1.101950e-04 -9.456000e+00 1.086977e-04 -1.810395e-05  
1.254000e+00 7.198560e+03 0.000000e+00 3.911887e+00 0.000000e+00 1.102090e-04 -9.450000e+00 1.087134e-04 -1.809487e-05  
1.862000e+00 7.200010e+03 0.000000e+00 3.911366e+00 0.000000e+00 1.102240e-04 -9.450000e+00 1.087282e-04 -1.809733e-05  
2.452000e+00 7.202140e+03 0.000000e+00 3.910602e+00 0.000000e+00 1.102320e-04 -9.450000e+00 1.087361e-04 -1.809864e-05  
3.037000e+00 7.203580e+03 0.000000e+00 3.910085e+00 0.000000e+00 1.102540e-04 -9.456000e+00 1.087559e-04 -1.811365e-05  
3.625000e+00 7.204610e+03 0.000000e+00 3.909716e+00 0.000000e+00 1.102620e-04 -9.456000e+00 1.087638e-04 -1.811496e-05  
4.236000e+00 7.205450e+03 0.000000e+00 3.909415e+00 0.000000e+00 1.102690e-04 -9.462000e+00 1.087688e-04 -1.812750e-05  
4.803000e+00 7.206100e+03 0.000000e+00 3.909182e+00 0.000000e+00 1.102770e-04 -9.462000e+00 1.087767e-04 -1.812882e-05  
5.451000e+00 7.206770e+03 0.000000e+00 3.908942e+00 0.000000e+00 1.102910e-04 -9.462000e+00 1.087905e-04 -1.813112e-05  
6.029000e+00 7.207380e+03 0.000000e+00 3.908723e+00 0.000000e+00 1.102990e-04 -9.462000e+00 1.087984e-04 -1.813243e-05  
6.666000e+00 7.208100e+03 0.000000e+00 3.908465e+00 0.000000e+00 1.103060e-04 -9.462000e+00 1.088053e-04 -1.813358e-05  
7.314000e+00 7.208710e+03 0.000000e+00 3.908247e+00 0.000000e+00 1.103060e-04 -9.468000e+00 1.088034e-04 -1.814498e-05  
7.949000e+00 7.209270e+03 0.000000e+00 3.908046e+00 0.000000e+00 1.103210e-04 -9.474000e+00 1.088163e-04 -1.815884e-05  
8.583000e+00 7.209960e+03 0.000000e+00 3.907799e+00 0.000000e+00 1.103210e-04 -9.474000e+00 1.088163e-04 -1.815884e-05  
9.222000e+00 7.210690e+03 0.000000e+00 3.907538e+00 0.000000e+00 1.103140e-04 -9.468000e+00 1.088113e-04 -1.814629e-05  
9.852000e+00 7.211140e+03 0.000000e+00 3.907377e+00 0.000000e+00 1.103290e-04 -9.462000e+00 1.088280e-04 -1.813736e-05  
1.048600e+01 7.211610e+03 0.000000e+00 3.907208e+00 0.000000e+00 1.103510e-04 -9.456000e+00 1.088516e-04 -1.812958e-05  
1.113400e+01 7.212350e+03 0.000000e+00 3.906944e+00 0.000000e+00 1.103660e-04 -9.450000e+00 1.088683e-04 -1.812065e-05  
1.177500e+01 7.213000e+03 0.000000e+00 3.906711e+00 0.000000e+00 1.103730e-04 -9.456000e+00 1.088733e-04 -1.813320e-05  
1.240900e+01 7.213750e+03 0.000000e+00 3.906443e+00 0.000000e+00 1.103880e-04 -9.456000e+00 1.088881e-04 -1.813566e-05  
1.304300e+01 7.214370e+03 0.000000e+00 3.906221e+00 0.000000e+00 1.104030e-04 -9.462000e+00 1.089010e-04 -1.814953e-05  
1.368100e+01 7.215010e+03 0.000000e+00 3.905992e+00 0.000000e+00 1.104180e-04 -9.456000e+00 1.089176e-04 -1.814059e-05  
1.431400e+01 7.215700e+03 0.000000e+00 3.905745e+00 0.000000e+00 1.104260e-04 -9.456000e+00 1.089255e-04 -1.814190e-05  
1.495200e+01 7.216190e+03 0.000000e+00 3.905570e+00 0.000000e+00 1.104260e-04 -9.456000e+00 1.089255e-04 -1.814190e-05  
1.558700e+01 7.216800e+03 0.000000e+00 3.905352e+00 0.000000e+00 1.104400e-04 -9.456000e+00 1.089393e-04 -1.814420e-05  
1.622000e+01 7.217530e+03 0.000000e+00 3.905091e+00 0.000000e+00 1.104480e-04 -9.456000e+00 1.089472e-04 -1.814552e-05  
1.686200e+01 7.217740e+03 0.000000e+00 3.905016e+00 0.000000e+00 1.104400e-04 -9.450000e+00 1.089412e-04 -1.813280e-05  
1.749900e+01 7.218320e+03 0.000000e+00 3.904809e+00 0.000000e+00 1.104400e-04 -9.450000e+00 1.089412e-04 -1.813280e-05  
1.812900e+01 7.218730e+03 0.000000e+00 3.904663e+00 0.000000e+00 1.104480e-04 -9.444000e+00 1.089510e-04 -1.812270e-05  
1.876900e+01 7.219480e+03 0.000000e+00 3.904395e+00 0.000000e+00 1.104550e-04 -9.450000e+00 1.089560e-04 -1.813526e-05  
1.940200e+01 7.220090e+03 0.000000e+00 3.904177e+00 0.000000e+00 1.104850e-04 -9.450000e+00 1.089856e-04 -1.814018e-05  
2.003400e+01 7.220720e+03 0.000000e+00 3.903952e+00 0.000000e+00 1.105150e-04 -9.450000e+00 1.090152e-04 -1.814511e-05  
2.068600e+01 7.221220e+03 0.000000e+00 3.903774e+00 0.000000e+00 1.105220e-04 -9.444000e+00 1.090240e-04 -1.813484e-05  
2.132800e+01 7.221760e+03 0.000000e+00 3.903581e+00 0.000000e+00 1.105220e-04 -9.444000e+00 1.090240e-04 -1.813484e-05  
2.196400e+01 7.222340e+03 0.000000e+00 3.903374e+00 0.000000e+00 1.105150e-04 -9.444000e+00 1.090171e-04 -1.813369e-05  
2.260100e+01 7.222820e+03 0.000000e+00 3.903203e+00 0.000000e+00 1.105150e-04 -9.438000e+00 1.090190e-04 -1.812228e-05  
2.323800e+01 7.223280e+03 0.000000e+00 3.903039e+00 0.000000e+00 1.105150e-04 -9.438000e+00 1.090190e-04 -1.812228e-05  
2.387500e+01 7.223840e+03 0.000000e+00 3.902839e+00 0.000000e+00 1.105150e-04 -9.444000e+00 1.090171e-04 -1.813369e-05  
2.451100e+01 7.224300e+03 0.000000e+00 3.902675e+00 0.000000e+00 1.105070e-04 -9.444000e+00 1.090092e-04 -1.813238e-05  
2.514800e+01 7.224840e+03 0.000000e+00 3.902482e+00 0.000000e+00 1.105150e-04 -9.450000e+00 1.090152e-04 -1.814511e-05  
2.580600e+01 7.225300e+03 0.000000e+00 3.902318e+00 0.000000e+00 1.105150e-04 -9.456000e+00 1.090133e-04 -1.815653e-05  
2.644900e+01 7.225750e+03 0.000000e+00 3.902158e+00 0.000000e+00 1.105370e-04 -9.456000e+00 1.090350e-04 -1.816014e-05  
2.708200e+01 7.226280e+03 0.000000e+00 3.901969e+00 0.000000e+00 1.105520e-04 -9.450000e+00 1.090517e-04 -1.815118e-05  
2.771600e+01 7.226730e+03 0.000000e+00 3.901809e+00 0.000000e+00 1.105600e-04 -9.450000e+00 1.090596e-04 -1.815250e-05  
2.835400e+01 7.227230e+03 0.000000e+00 3.901631e+00 0.000000e+00 1.105750e-04 -9.444000e+00 1.090763e-04 -1.814354e-05  
2.898700e+01 7.227770e+03 0.000000e+00 3.901438e+00 0.000000e+00 1.105820e-04 -9.438000e+00 1.090851e-04 -1.813326e-05  
2.962500e+01 7.228180e+03 0.000000e+00 3.901292e+00 0.000000e+00 1.105820e-04 -9.432000e+00 1.090870e-04 -1.812184e-05  
3.026200e+01 7.228570e+03 0.000000e+00 3.901153e+00 0.000000e+00 1.105890e-04 -9.438000e+00 1.090920e-04 -1.813441e-05  
3.089600e+01 7.229090e+03 0.000000e+00 3.900968e+00 0.000000e+00 1.105970e-04 -9.438000e+00 1.090999e-04 -1.813572e-05  
3.153400e+01 7.229520e+03 0.000000e+00 3.900815e+00 0.000000e+00 1.106120e-04 -9.438000e+00 1.091147e-04 -1.813818e-05  
3.217500e+01 7.229950e+03 0.000000e+00 3.900662e+00 0.000000e+00 1.106120e-04 -9.444000e+00 1.091128e-04 -1.814961e-05  
3.280700e+01 7.230520e+03 0.000000e+00 3.900459e+00 0.000000e+00 1.106040e-04 -9.444000e+00 1.091049e-04 -1.814830e-05  
3.344300e+01 7.230950e+03 0.000000e+00 3.900306e+00 0.000000e+00 1.105970e-04 -9.450000e+00 1.090961e-04 -1.815857e-05  
3.407300e+01 7.231420e+03 0.000000e+00 3.900139e+00 0.000000e+00 1.105970e-04 -9.450000e+00 1.090961e-04 -1.815857e-05  
3.470200e+01 7.231910e+03 0.000000e+00 3.899964e+00 0.000000e+00 1.106120e-04 -9.438000e+00 1.091147e-04 -1.813818e-05  
3.534800e+01 7.232350e+03 0.000000e+00 3.899808e+00 0.000000e+00 1.106190e-04 -9.420000e+00 1.091273e-04 -1.810505e-05  
3.598100e+01 7.232830e+03 0.000000e+00 3.899637e+00 0.000000e+00 1.106270e-04 -9.408000e+00 1.091390e-04 -1.808350e-05  
3.661500e+01 7.233410e+03 0.000000e+00 3.899431e+00 0.000000e+00 1.106420e-04 -9.396000e+00 1.091576e-04 -1.806309e-05  
3.726200e+01 7.233900e+03 0.000000e+00 3.899256e+00 0.000000e+00 1.106560e-04 -9.384000e+00 1.091752e-04 -1.804251e-05  
3.790200e+01 7.234370e+03 0.000000e+00 3.899089e+00 0.000000e+00 1.106640e-04 -9.390000e+00 1.091812e-04 -1.805525e-05  
3.853400e+01 7.234900e+03 0.000000e+00 3.898901e+00 0.000000e+00 1.106710e-04 -9.396000e+00 1.091862e-04 -1.806782e-05  
3.917500e+01 7.235370e+03 0.000000e+00 3.898734e+00 0.000000e+00 1.106710e-04 -9.402000e+00 1.091843e-04 -1.807926e-05  
3.981200e+01 7.235970e+03 0.000000e+00 3.898520e+00 0.000000e+00 1.106940e-04 -9.414000e+00 1.092032e-04 -1.810589e-05  
4.044800e+01 7.236600e+03 0.000000e+00 3.898296e+00 0.000000e+00 1.107010e-04 -9.420000e+00 1.092082e-04 -1.811847e-05  
4.108400e+01 7.237170e+03 0.000000e+00 3.898094e+00 0.000000e+00 1.107010e-04 -9.420000e+00 1.092082e-04 -1.811847e-05  
4.171800e+01 7.237710e+03 0.000000e+00 3.897902e+00 0.000000e+00 1.106940e-04 -9.420000e+00 1.092013e-04 -1.811732e-05  
4.234900e+01 7.238290e+03 0.000000e+00 3.897696e+00 0.000000e+00 1.106860e-04 -9.420000e+00 1.091934e-04 -1.811601e-05  
4.299000e+01 7.238740e+03 0.000000e+00 3.897536e+00 0.000000e+00 1.106790e-04 -9.420000e+00 1.091865e-04 -1.811487e-05  
4.362000e+01 7.239180e+03 0.000000e+00 3.897380e+00 0.000000e+00 1.106790e-04 -9.432000e+00 1.091827e-04 -1.813774e-05  
4.425100e+01 7.239600e+03 0.000000e+00 3.897231e+00 0.000000e+00 1.106940e-04 -9.438000e+00 1.091956e-04 -1.815163e-05  
4.489700e+01 7.239680e+03 0.000000e+00 3.897202e+00 0.000000e+00 1.107010e-04 -9.438000e+00 1.092025e-04 -1.815278e-05  
4.552900e+01 7.239810e+03 0.000000e+00 3.897156e+00 0.000000e+00 1.107160e-04 -9.432000e+00 1.092192e-04 -1.814380e-05  
4.616300e+01 7.239580e+03 0.000000e+00 3.897238e+00 0.000000e+00 1.107310e-04 -9.420000e+00 1.092378e-04 -1.812338e-05  
4.680900e+01 7.239030e+03 0.000000e+00 3.897433e+00 0.000000e+00 1.107310e-04 -9.408000e+00 1.092416e-04 -1.810050e-05  
4.743900e+01 7.238310e+03 0.000000e+00 3.897689e+00 0.000000e+00 1.107090e-04 -9.408000e+00 1.092199e-04 -1.809690e-05  
4.806700e+01 7.237230e+03 0.000000e+00 3.898072e+00 0.000000e+00 1.107090e-04 -9.414000e+00 1.092180e-04 -1.810834e-05  
4.871000e+01 7.235500e+03 0.000000e+00 3.898687e+00 0.000000e+00 1.107090e-04 -9.414000e+00 1.092180e-04 -1.810834e-05  
4.933900e+01 7.233570e+03 0.000000e+00 3.899374e+00 0.000000e+00 1.107090e-04 -9.420000e+00 1.092161e-04 -1.811978e-05  
4.996800e+01 7.231200e+03 0.000000e+00 3.900217e+00 0.000000e+00 1.107090e-04 -9.420000e+00 1.092161e-04 -1.811978e-05  
5.061900e+01 7.227870e+03 0.000000e+00 3.901403e+00 0.000000e+00 1.106860e-04 -9.426000e+00 1.091915e-04 -1.812745e-05  
5.124900e+01 7.224540e+03 0.000000e+00 3.902589e+00 0.000000e+00 1.106640e-04 -9.438000e+00 1.091660e-04 -1.814671e-05  
5.187900e+01 7.220760e+03 0.000000e+00 3.903938e+00 0.000000e+00 1.106270e-04 -9.444000e+00 1.091276e-04 -1.815207e-05  
5.250800e+01 7.215730e+03 0.000000e+00 3.905735e+00 0.000000e+00 1.105820e-04 -9.444000e+00 1.090832e-04 -1.814469e-05  
5.313900e+01 7.210890e+03 0.000000e+00 3.907466e+00 0.000000e+00 1.105520e-04 -9.444000e+00 1.090536e-04 -1.813976e-05  
5.376700e+01 7.205610e+03 0.000000e+00 3.909357e+00 0.000000e+00 1.105150e-04 -9.444000e+00 1.090171e-04 -1.813369e-05  
5.439700e+01 7.198870e+03 0.000000e+00 3.911776e+00 0.000000e+00 1.104550e-04 -9.438000e+00 1.089598e-04 -1.811244e-05  
5.504500e+01 7.192640e+03 0.000000e+00 3.914015e+00 0.000000e+00 1.103810e-04 -9.444000e+00 1.088849e-04 -1.811171e-05  
5.567600e+01 7.186000e+03 0.000000e+00 3.916406e+00 0.000000e+00 1.103140e-04 -9.456000e+00 1.088151e-04 -1.812350e-05  
5.630900e+01 7.179000e+03 0.000000e+00 3.918932e+00 0.000000e+00 1.102390e-04 -9.462000e+00 1.087392e-04 -1.812257e-05  
5.695500e+01 7.170350e+03 0.000000e+00 3.922060e+00 0.000000e+00 1.101500e-04 -9.474000e+00 1.086476e-04 -1.813069e-05  
5.758900e+01 7.162500e+03 0.000000e+00 3.924905e+00 0.000000e+00 1.100680e-04 -9.480000e+00 1.085648e-04 -1.812856e-05  
5.822300e+01 7.152910e+03 0.000000e+00 3.928389e+00 0.000000e+00 1.099710e-04 -9.492000e+00 1.084653e-04 -1.813531e-05  
5.887300e+01 7.144320e+03 0.000000e+00 3.931519e+00 0.000000e+00 1.098820e-04 -9.498000e+00 1.083757e-04 -1.813198e-05  
5.951100e+01 7.135440e+03 0.000000e+00 3.934761e+00 0.000000e+00 1.097850e-04 -9.504000e+00 1.082781e-04 -1.812731e-05  
6.014600e+01 7.124610e+03 0.000000e+00 3.938727e+00 0.000000e+00 1.096800e-04 -9.504000e+00 1.081745e-04 -1.810997e-05  
6.078100e+01 7.115020e+03 0.000000e+00 3.942249e+00 0.000000e+00 1.095610e-04 -9.510000e+00 1.080553e-04 -1.810164e-05  
6.142500e+01 7.105080e+03 0.000000e+00 3.945910e+00 0.000000e+00 1.094350e-04 -9.522000e+00 1.079272e-04 -1.810343e-05  
6.206300e+01 7.093140e+03 0.000000e+00 3.950321e+00 0.000000e+00 1.092930e-04 -9.534000e+00 1.077834e-04 -1.810251e-05  
6.270200e+01 7.082580e+03 0.000000e+00 3.954235e+00 0.000000e+00 1.091590e-04 -9.546000e+00 1.076475e-04 -1.810286e-05  
6.334100e+01 7.071820e+03 0.000000e+00 3.958235e+00 0.000000e+00 1.090250e-04 -9.558000e+00 1.075115e-04 -1.810316e-05  
6.397800e+01 7.058880e+03 0.000000e+00 3.963062e+00 0.000000e+00 1.088980e-04 -9.564000e+00 1.073844e-04 -1.809331e-05  
6.461100e+01 7.047500e+03 0.000000e+00 3.967321e+00 0.000000e+00 1.087570e-04 -9.570000e+00 1.072435e-04 -1.808112e-05  
6.524400e+01 7.035860e+03 0.000000e+00 3.971693e+00 0.000000e+00 1.086150e-04 -9.582000e+00 1.070996e-04 -1.807994e-05  
6.587900e+01 7.022010e+03 0.000000e+00 3.976913e+00 0.000000e+00 1.084660e-04 -9.594000e+00 1.069489e-04 -1.807754e-05  
6.651200e+01 7.009860e+03 0.000000e+00 3.981510e+00 0.000000e+00 1.083170e-04 -9.606000e+00 1.067982e-04 -1.807507e-05  
6.715100e+01 6.997580e+03 0.000000e+00 3.986173e+00 0.000000e+00 1.081610e-04 -9.618000e+00 1.066406e-04 -1.807138e-05  
6.778600e+01 6.982970e+03 0.000000e+00 3.991742e+00 0.000000e+00 1.079970e-04 -9.636000e+00 1.064733e-04 -1.807743e-05  
6.842000e+01 6.970240e+03 0.000000e+00 3.996614e+00 0.000000e+00 1.078330e-04 -9.654000e+00 1.063059e-04 -1.808337e-05  
6.906200e+01 6.957200e+03 0.000000e+00 4.001623e+00 0.000000e+00 1.076610e-04 -9.678000e+00 1.061288e-04 -1.809899e-05  
6.969600e+01 6.941410e+03 0.000000e+00 4.007714e+00 0.000000e+00 1.074750e-04 -9.690000e+00 1.059416e-04 -1.808991e-05  
7.032900e+01 6.928660e+03 0.000000e+00 4.012653e+00 0.000000e+00 1.072890e-04 -9.708000e+00 1.057526e-04 -1.809182e-05  
7.097200e+01 6.915600e+03 0.000000e+00 4.017731e+00 0.000000e+00 1.070950e-04 -9.726000e+00 1.055557e-04 -1.809227e-05  
7.161200e+01 6.899910e+03 0.000000e+00 4.023858e+00 0.000000e+00 1.068860e-04 -9.744000e+00 1.053440e-04 -1.809006e-05  
7.225200e+01 6.886150e+03 0.000000e+00 4.029254e+00 0.000000e+00 1.066850e-04 -9.762000e+00 1.051403e-04 -1.808907e-05  
7.289000e+01 6.869950e+03 0.000000e+00 4.035636e+00 0.000000e+00 1.064770e-04 -9.774000e+00 1.049315e-04 -1.807578e-05  
7.354300e+01 6.855960e+03 0.000000e+00 4.041171e+00 0.000000e+00 1.062760e-04 -9.792000e+00 1.047277e-04 -1.807456e-05  
7.418400e+01 6.841960e+03 0.000000e+00 4.046734e+00 0.000000e+00 1.060820e-04 -9.804000e+00 1.045328e-04 -1.806346e-05  
7.482000e+01 6.825430e+03 0.000000e+00 4.053331e+00 0.000000e+00 1.058960e-04 -9.822000e+00 1.043438e-04 -1.806457e-05  
7.545500e+01 6.811130e+03 0.000000e+00 4.059065e+00 0.000000e+00 1.056800e-04 -9.828000e+00 1.041291e-04 -1.803863e-05  
7.609400e+01 6.796700e+03 0.000000e+00 4.064876e+00 0.000000e+00 1.054560e-04 -9.846000e+00 1.039027e-04 -1.803304e-05  
7.673000e+01 6.779800e+03 0.000000e+00 4.071714e+00 0.000000e+00 1.052400e-04 -9.864000e+00 1.036843e-04 -1.802868e-05  
7.736400e+01 6.765200e+03 0.000000e+00 4.077648e+00 0.000000e+00 1.050310e-04 -9.876000e+00 1.034746e-04 -1.801454e-05  
7.800300e+01 6.750610e+03 0.000000e+00 4.083606e+00 0.000000e+00 1.048080e-04 -9.894000e+00 1.032492e-04 -1.800873e-05  
7.863800e+01 6.733590e+03 0.000000e+00 4.090588e+00 0.000000e+00 1.045770e-04 -9.924000e+00 1.030122e-04 -1.802298e-05  
7.927300e+01 6.718930e+03 0.000000e+00 4.096631e+00 0.000000e+00 1.043530e-04 -9.942000e+00 1.027859e-04 -1.801667e-05  
7.991300e+01 6.704040e+03 0.000000e+00 4.102797e+00 0.000000e+00 1.041300e-04 -9.966000e+00 1.025587e-04 -1.802113e-05  
8.054800e+01 6.686900e+03 0.000000e+00 4.109929e+00 0.000000e+00 1.039060e-04 -9.984000e+00 1.023325e-04 -1.801451e-05  
8.118500e+01 6.672470e+03 0.000000e+00 4.115962e+00 0.000000e+00 1.036900e-04 -1.000800e+01 1.021122e-04 -1.801984e-05  
8.182700e+01 6.657900e+03 0.000000e+00 4.122081e+00 0.000000e+00 1.034740e-04 -1.002600e+01 1.018938e-04 -1.801431e-05  
8.246200e+01 6.640880e+03 0.000000e+00 4.129263e+00 0.000000e+00 1.032510e-04 -1.005000e+01 1.016667e-04 -1.801808e-05  
8.309900e+01 6.626310e+03 0.000000e+00 4.135442e+00 0.000000e+00 1.030270e-04 -1.006800e+01 1.014405e-04 -1.801086e-05  
8.373600e+01 6.611680e+03 0.000000e+00 4.141673e+00 0.000000e+00 1.027960e-04 -1.009200e+01 1.012055e-04 -1.801287e-05  
8.437200e+01 6.594680e+03 0.000000e+00 4.148950e+00 0.000000e+00 1.025580e-04 -1.011000e+01 1.009655e-04 -1.800288e-05  
8.500600e+01 6.580110e+03 0.000000e+00 4.155218e+00 0.000000e+00 1.023190e-04 -1.012200e+01 1.007265e-04 -1.798203e-05  
8.564500e+01 6.565650e+03 0.000000e+00 4.161466e+00 0.000000e+00 1.020810e-04 -1.013400e+01 1.004884e-04 -1.796124e-05  
8.627900e+01 6.548850e+03 0.000000e+00 4.168760e+00 0.000000e+00 1.018350e-04 -1.015200e+01 1.002406e-04 -1.794945e-05  
8.691600e+01 6.534590e+03 0.000000e+00 4.174982e+00 0.000000e+00 1.015820e-04 -1.017000e+01 9.998596e-05 -1.793627e-05  
8.755400e+01 6.520400e+03 0.000000e+00 4.181201e+00 0.000000e+00 1.013580e-04 -1.019400e+01 9.975798e-05 -1.793851e-05  
8.819100e+01 6.504110e+03 0.000000e+00 4.188375e+00 0.000000e+00 1.011420e-04 -1.021200e+01 9.953976e-05 -1.793155e-05  
8.882500e+01 6.490280e+03 0.000000e+00 4.194494e+00 0.000000e+00 1.009260e-04 -1.024200e+01 9.931780e-05 -1.794526e-05  
8.946500e+01 6.476650e+03 0.000000e+00 4.200551e+00 0.000000e+00 1.007100e-04 -1.026000e+01 9.909961e-05 -1.793799e-05  
9.009900e+01 6.460910e+03 0.000000e+00 4.207578e+00 0.000000e+00 1.005090e-04 -1.028400e+01 9.889432e-05 -1.794362e-05  
9.073300e+01 6.447650e+03 0.000000e+00 4.213525e+00 0.000000e+00 1.003000e-04 -1.030200e+01 9.868304e-05 -1.793731e-05  
9.137300e+01 6.434500e+03 0.000000e+00 4.219448e+00 0.000000e+00 1.000840e-04 -1.030800e+01 9.846865e-05 -1.790899e-05  
9.200900e+01 6.419400e+03 0.000000e+00 4.226279e+00 0.000000e+00 9.987550e-05 -1.032000e+01 9.825977e-05 -1.789226e-05  
9.264600e+01 6.406650e+03 0.000000e+00 4.232073e+00 0.000000e+00 9.965940e-05 -1.033800e+01 9.804155e-05 -1.788435e-05  
9.328200e+01 6.394050e+03 0.000000e+00 4.237823e+00 0.000000e+00 9.945080e-05 -1.035600e+01 9.783073e-05 -1.787765e-05  
9.391800e+01 6.379520e+03 0.000000e+00 4.244481e+00 0.000000e+00 9.924220e-05 -1.037400e+01 9.761992e-05 -1.787082e-05  
9.455100e+01 6.367280e+03 0.000000e+00 4.250115e+00 0.000000e+00 9.904850e-05 -1.039200e+01 9.742377e-05 -1.786655e-05  
9.519100e+01 6.355130e+03 0.000000e+00 4.255729e+00 0.000000e+00 9.884730e-05 -1.041000e+01 9.722027e-05 -1.786080e-05  
9.582700e+01 6.341190e+03 0.000000e+00 4.262198e+00 0.000000e+00 9.866110e-05 -1.042800e+01 9.703153e-05 -1.785764e-05  
9.646100e+01 6.329330e+03 0.000000e+00 4.267724e+00 0.000000e+00 9.846730e-05 -1.045200e+01 9.683345e-05 -1.786312e-05  
9.710100e+01 6.317660e+03 0.000000e+00 4.273183e+00 0.000000e+00 9.827360e-05 -1.048200e+01 9.663362e-05 -1.787858e-05  
9.773700e+01 6.304200e+03 0.000000e+00 4.279504e+00 0.000000e+00 9.808740e-05 -1.050600e+01 9.644305e-05 -1.788511e-05  
9.837100e+01 6.292820e+03 0.000000e+00 4.284871e+00 0.000000e+00 9.789360e-05 -1.052400e+01 9.624688e-05 -1.788001e-05  
9.901400e+01 6.281480e+03 0.000000e+00 4.290238e+00 0.000000e+00 9.769250e-05 -1.054800e+01 9.604168e-05 -1.788351e-05  
9.964800e+01 6.268440e+03 0.000000e+00 4.296435e+00 0.000000e+00 9.750620e-05 -1.056000e+01 9.585479e-05 -1.786948e-05  
1.002820e+02 6.257340e+03 0.000000e+00 4.301731e+00 0.000000e+00 9.731990e-05 -1.057800e+01 9.566604e-05 -1.786540e-05  
1.009210e+02 6.246400e+03 0.000000e+00 4.306969e+00 0.000000e+00 9.713370e-05 -1.059000e+01 9.547926e-05 -1.785121e-05  
1.015560e+02 6.233680e+03 0.000000e+00 4.313084e+00 0.000000e+00 9.694740e-05 -1.060200e+01 9.529240e-05 -1.783693e-05  
1.021930e+02 6.222930e+03 0.000000e+00 4.318271e+00 0.000000e+00 9.676120e-05 -1.061400e+01 9.510565e-05 -1.782259e-05  
1.028320e+02 6.212230e+03 0.000000e+00 4.323453e+00 0.000000e+00 9.657490e-05 -1.063200e+01 9.491695e-05 -1.781810e-05  
1.034670e+02 6.199860e+03 0.000000e+00 4.329467e+00 0.000000e+00 9.639610e-05 -1.065000e+01 9.473562e-05 -1.781487e-05  
1.041040e+02 6.189320e+03 0.000000e+00 4.334610e+00 0.000000e+00 9.619490e-05 -1.066800e+01 9.453230e-05 -1.780739e-05  
1.047390e+02 6.178920e+03 0.000000e+00 4.339703e+00 0.000000e+00 9.600120e-05 -1.069200e+01 9.433450e-05 -1.781105e-05  
1.053750e+02 6.166860e+03 0.000000e+00 4.345631e+00 0.000000e+00 9.582240e-05 -1.071600e+01 9.415134e-05 -1.781731e-05  
1.060090e+02 6.156580e+03 0.000000e+00 4.350703e+00 0.000000e+00 9.563610e-05 -1.074000e+01 9.396084e-05 -1.782203e-05  
1.066490e+02 6.146320e+03 0.000000e+00 4.355782e+00 0.000000e+00 9.545730e-05 -1.075800e+01 9.377958e-05 -1.781818e-05  
1.072840e+02 6.134500e+03 0.000000e+00 4.361656e+00 0.000000e+00 9.527850e-05 -1.077000e+01 9.360019e-05 -1.780440e-05  
1.079170e+02 6.124440e+03 0.000000e+00 4.366673e+00 0.000000e+00 9.509970e-05 -1.078800e+01 9.341895e-05 -1.780034e-05  
1.085580e+02 6.114450e+03 0.000000e+00 4.371672e+00 0.000000e+00 9.493580e-05 -1.081200e+01 9.325050e-05 -1.780873e-05  
1.091930e+02 6.102820e+03 0.000000e+00 4.377514e+00 0.000000e+00 9.475690e-05 -1.083000e+01 9.306919e-05 -1.780441e-05  
1.098260e+02 6.092950e+03 0.000000e+00 4.382489e+00 0.000000e+00 9.458560e-05 -1.084800e+01 9.289535e-05 -1.780140e-05  
1.104660e+02 6.083120e+03 0.000000e+00 4.387461e+00 0.000000e+00 9.442910e-05 -1.086000e+01 9.273792e-05 -1.779137e-05  
1.111020e+02 6.071710e+03 0.000000e+00 4.393253e+00 0.000000e+00 9.426520e-05 -1.087800e+01 9.257137e-05 -1.778958e-05  
1.117350e+02 6.062000e+03 0.000000e+00 4.398199e+00 0.000000e+00 9.410870e-05 -1.089600e+01 9.241210e-05 -1.778907e-05  
1.123750e+02 6.052350e+03 0.000000e+00 4.403131e+00 0.000000e+00 9.395230e-05 -1.090800e+01 9.225480e-05 -1.777883e-05  
1.130120e+02 6.041140e+03 0.000000e+00 4.408881e+00 0.000000e+00 9.379580e-05 -1.092600e+01 9.209555e-05 -1.777815e-05  
1.136450e+02 6.031630e+03 0.000000e+00 4.413777e+00 0.000000e+00 9.363190e-05 -1.094400e+01 9.192904e-05 -1.777597e-05  
1.142850e+02 6.022020e+03 0.000000e+00 4.418740e+00 0.000000e+00 9.345310e-05 -1.096800e+01 9.174605e-05 -1.778045e-05  
1.149200e+02 6.010930e+03 0.000000e+00 4.424488e+00 0.000000e+00 9.328170e-05 -1.098600e+01 9.157220e-05 -1.777661e-05  
1.155550e+02 6.001520e+03 0.000000e+00 4.429382e+00 0.000000e+00 9.310290e-05 -1.101000e+01 9.138924e-05 -1.778082e-05  
